,reaction_id,subsystem
1756,r_1252_EXP_1,"Transport [c, v]"
1757,r_1252_EXP_2,"Transport [c, v]"
1758,r_1252_REV_EXP_1,"Transport [c, v]"
1759,r_1252_REV_EXP_2,"Transport [c, v]"
1760,r_1253,"Transport [c, e]"
1761,r_1253_REV,"Transport [c, e]"
1762,r_1254,"Transport [c, e]"
1763,r_1254_REV,"Transport [c, e]"
1764,r_1255,"Transport [c, e]"
1765,r_1256,"Transport [c, m]"
1766,r_1256_REV,"Transport [c, m]"
1767,r_1257,"Transport [c, e]"
1768,r_1258_EXP_1,"Transport [c, e]"
1769,r_1258_EXP_2,"Transport [c, e]"
1770,r_1258_REV_EXP_1,"Transport [c, e]"
1771,r_1258_REV_EXP_2,"Transport [c, e]"
1772,r_1259,"Transport [c, e]"
1773,r_1260_EXP_1,"Transport [c, e]"
1774,r_1260_EXP_2,"Transport [c, e]"
1775,r_1260_EXP_3,"Transport [c, e]"
1776,r_1260_EXP_4,"Transport [c, e]"
1777,r_1260_EXP_5,"Transport [c, e]"
1778,r_1260_EXP_6,"Transport [c, e]"
1779,r_1260_REV_EXP_1,"Transport [c, e]"
1780,r_1260_REV_EXP_2,"Transport [c, e]"
1781,r_1260_REV_EXP_3,"Transport [c, e]"
1782,r_1260_REV_EXP_4,"Transport [c, e]"
1783,r_1260_REV_EXP_5,"Transport [c, e]"
1784,r_1260_REV_EXP_6,"Transport [c, e]"
1785,r_1261_EXP_1,"Transport [c, v]"
1786,r_1261_EXP_2,"Transport [c, v]"
1787,r_1261_REV_EXP_1,"Transport [c, v]"
1788,r_1261_REV_EXP_2,"Transport [c, v]"
1789,r_1262_EXP_1,"Transport [c, e]"
1790,r_1262_EXP_2,"Transport [c, e]"
1791,r_1262_EXP_3,"Transport [c, e]"
1792,r_1262_EXP_4,"Transport [c, e]"
1793,r_1262_REV_EXP_1,"Transport [c, e]"
1794,r_1262_REV_EXP_2,"Transport [c, e]"
1795,r_1262_REV_EXP_3,"Transport [c, e]"
1796,r_1262_REV_EXP_4,"Transport [c, e]"
1797,r_1263_EXP_1,"Transport [c, v]"
1798,r_1263_EXP_2,"Transport [c, v]"
1799,r_1263_EXP_3,"Transport [c, v]"
1800,r_1263_EXP_4,"Transport [c, v]"
1801,r_1263_REV_EXP_1,"Transport [c, v]"
1802,r_1263_REV_EXP_2,"Transport [c, v]"
1803,r_1263_REV_EXP_3,"Transport [c, v]"
1804,r_1263_REV_EXP_4,"Transport [c, v]"
1805,r_1264,"Transport [c, m]"
1806,r_1265,"Transport [c, m]"
1807,r_1266_EXP_1,"Transport [c, e]"
1808,r_1266_EXP_2,"Transport [c, e]"
1809,r_1267,"Transport [c, e]"
1810,r_1268,"Transport [c, e]"
1811,r_1268_REV,"Transport [c, e]"
1812,r_1269,"Transport [c, m]"
1813,r_1270_EXP_1,"Transport [c, e]"
1814,r_1270_EXP_2,"Transport [c, e]"
1815,r_1270_EXP_3,"Transport [c, e]"
1816,r_1271,"Transport [c, g]"
1817,r_1272,"Transport [c, e]"
1818,r_1273,"Transport [c, e]"
1819,r_1273_REV,"Transport [c, e]"
1820,r_1274,"Transport [c, e]"
1821,r_1275,"Transport [c, m]"
1822,r_1276,"Transport [c, m]"
1823,r_1277_EXP_1,"Transport [c, e]"
1824,r_1277_EXP_2,"Transport [c, e]"
1825,r_1277_REV_EXP_1,"Transport [c, e]"
1826,r_1277_REV_EXP_2,"Transport [c, e]"
1827,r_1278_EXP_1,"Transport [e, ce]"
1828,r_1278_EXP_2,"Transport [e, ce]"
1829,r_1278_REV_EXP_1,"Transport [e, ce]"
1830,r_1278_REV_EXP_2,"Transport [e, ce]"
1831,r_1449,SLIME reaction
1832,r_1450,SLIME reaction
1833,r_1451,SLIME reaction
1834,r_1452,SLIME reaction
1835,r_1453,SLIME reaction
1836,r_1454,SLIME reaction
1837,r_1455,SLIME reaction
1838,r_1456,SLIME reaction
1839,r_1457,SLIME reaction
1840,r_1458,SLIME reaction
1841,r_1479,SLIME reaction
1842,r_1480,SLIME reaction
1843,r_1481,SLIME reaction
1844,r_1482,SLIME reaction
1845,r_1483,SLIME reaction
1846,r_1484,SLIME reaction
1847,r_1485,SLIME reaction
1848,r_1486,SLIME reaction
1849,r_1487,SLIME reaction
1850,r_1488,SLIME reaction
1851,r_1509,SLIME reaction
1852,r_1510,SLIME reaction
1853,r_1511,SLIME reaction
1854,r_1512,SLIME reaction
1855,r_1513,SLIME reaction
1856,r_1514,SLIME reaction
1857,r_1515,SLIME reaction
1858,r_1516,SLIME reaction
1859,r_1517,SLIME reaction
1860,r_1518,SLIME reaction
1861,r_1542,Exchange reaction
1862,r_1543,"Transport [c, ce]"
1863,r_1543_REV,"Transport [c, ce]"
1864,r_1545,Exchange reaction
1865,r_1546,Exchange reaction
1866,r_1547,Exchange reaction
1867,r_1548,Exchange reaction
1868,r_1549,Exchange reaction
1869,r_1550,Exchange reaction
1870,r_1551,Exchange reaction
1871,r_1552,Exchange reaction
1872,r_1553,Exchange reaction
1873,r_1554,Exchange reaction
1874,r_1560,"Transport [c, n]"
1875,r_1560_REV,"Transport [c, n]"
1876,r_1562,"Transport [c, er]"
1877,r_1562_REV,"Transport [c, er]"
1878,r_1563,Exchange reaction
1879,r_1564,Exchange reaction
1880,r_1565,Exchange reaction
1881,r_1566,Exchange reaction
1882,r_1567,"Transport [c, m]"
1883,r_1567_REV,"Transport [c, m]"
1884,r_1568,"Transport [c, m]"
1885,r_1568_REV,"Transport [c, m]"
1886,r_1572,Exchange reaction
1887,r_1573,"Transport [c, e]"
1888,r_1573_REV,"Transport [c, e]"
1889,r_1574,"Transport [c, m]"
1890,r_1574_REV,"Transport [c, m]"
1891,r_1575,"Transport [c, e]"
1892,r_1575_REV,"Transport [c, e]"
1893,r_1576,"Transport [c, m]"
1894,r_1576_REV,"Transport [c, m]"
1895,r_1577,Exchange reaction
1896,r_1578,"Transport [c, e]"
1897,r_1578_REV,"Transport [c, e]"
1898,r_1579,"Transport [c, m]"
1899,r_1579_REV,"Transport [c, m]"
1900,r_1580,Exchange reaction
1901,r_1581,Exchange reaction
1902,r_1582,"Transport [c, e]"
1903,r_1582_REV,"Transport [c, e]"
1904,r_1583,"Transport [c, m]"
1905,r_1583_REV,"Transport [c, m]"
1906,r_1585_EXP_1,"Transport [c, m]"
1907,r_1585_EXP_2,"Transport [c, m]"
1908,r_1585_REV_EXP_1,"Transport [c, m]"
1909,r_1585_REV_EXP_2,"Transport [c, m]"
1910,r_1586,Exchange reaction
1911,r_1587,"Transport [c, n]"
1912,r_1587_REV,"Transport [c, n]"
1913,r_1588,"Transport [c, e]"
1914,r_1588_REV,"Transport [c, e]"
1915,r_1589,Exchange reaction
1916,r_1590,"Transport [c, e]"
1917,r_1590_REV,"Transport [c, e]"
1918,r_1591,"Transport [c, m]"
1919,r_1591_REV,"Transport [c, m]"
1920,r_1595,"Transport [c, m]"
1921,r_1595_REV,"Transport [c, m]"
1922,r_1596,"Transport [c, m]"
1923,r_1596_REV,"Transport [c, m]"
1924,r_1597,"Transport [c, e]"
1925,r_1597_REV,"Transport [c, e]"
1926,r_1598,Exchange reaction
1927,r_1599,"Transport [c, e]"
1928,r_1599_REV,"Transport [c, e]"
1929,r_1600,"Transport [c, m]"
1930,r_1600_REV,"Transport [c, m]"
1931,r_1601,"Transport [c, m]"
1932,r_1601_REV,"Transport [c, m]"
1933,r_1603,Thiamine metabolism
1934,r_1604,Exchange reaction
1935,r_1605,"Transport [c, e]"
1936,r_1605_REV,"Transport [c, e]"
1937,r_1606,"Transport [c, m]"
1938,r_1606_REV,"Transport [c, m]"
1939,r_1607,"Transport [c, m]"
1940,r_1607_REV,"Transport [c, m]"
1941,r_1608,"Transport [c, m]"
1942,r_1608_REV,"Transport [c, m]"
1943,r_1609,"Transport [c, m]"
1944,r_1609_REV,"Transport [c, m]"
1945,r_1610,"Transport [c, p]"
1946,r_1610_REV,"Transport [c, p]"
1947,r_1611,"Transport [c, m]"
1948,r_1611_REV,"Transport [c, m]"
1949,r_1613,Purine metabolism
1950,r_1614_EXP_1,Purine metabolism
1951,r_1614_EXP_2,Purine metabolism
1952,r_1615_EXP_1,Pyrimidine metabolism
1953,r_1615_EXP_2,Pyrimidine metabolism
1954,r_1616_EXP_1,Purine metabolism
1955,r_1616_EXP_2,Purine metabolism
1956,r_1617_EXP_1,Pyrimidine metabolism
1957,r_1617_EXP_2,Pyrimidine metabolism
1958,r_1618,Pyrimidine metabolism
1959,r_1619,Purine metabolism
1960,r_1620,Purine metabolism
1961,r_1621,Exchange reaction
1962,r_1622,"Transport [c, m]"
1963,r_1622_REV,"Transport [c, m]"
1964,r_1623,One carbon pool by folate
1965,r_1624,One carbon pool by folate
1966,r_1625,Exchange reaction
1967,r_1627,Exchange reaction
1968,r_1628,"Transport [c, e]"
1969,r_1628_REV,"Transport [c, e]"
1970,r_1629,Exchange reaction
1971,r_1630,Exchange reaction
1972,r_1631,Exchange reaction
1973,r_1632,"Transport [c, m]"
1974,r_1632_REV,"Transport [c, m]"
1975,r_1633,"Transport [c, e]"
1976,r_1633_REV,"Transport [c, e]"
1977,r_1634,Exchange reaction
1978,r_1635,"Transport [c, n]"
1979,r_1635_REV,"Transport [c, n]"
1980,r_1637,"Transport [c, n]"
1981,r_1637_REV,"Transport [c, n]"
1982,r_1638,"Transport [c, p]"
1983,r_1639,Exchange reaction
1984,r_1640,"Transport [c, m]"
1985,r_1640_REV,"Transport [c, m]"
1986,r_1641,Exchange reaction
1987,r_1642,"Transport [c, m]"
1988,r_1642_REV,"Transport [c, m]"
1989,r_1643,Exchange reaction
1990,r_1644,"Transport [c, n]"
1991,r_1644_REV,"Transport [c, n]"
1992,r_1645,"Transport [c, er]"
1993,r_1645_REV,"Transport [c, er]"
1994,r_1647,"Transport [c, p]"
1995,r_1647_REV,"Transport [c, p]"
1996,r_1648,Exchange reaction
1997,r_1649,Exchange reaction
1998,r_1650,Exchange reaction
1999,r_1651,Exchange reaction
2000,r_1652,"Transport [c, e]"
2001,r_1652_REV,"Transport [c, e]"
2002,r_1654,Exchange reaction
2003,r_1656,"Transport [c, n]"
2004,r_1656_REV,"Transport [c, n]"
2005,r_1657,"Transport [c, m]"
2006,r_1658,"Transport [c, m]"
2007,r_1659,"Transport [c, p]"
2008,r_1659_REV,"Transport [c, p]"
2009,r_1660,"Transport [c, n]"
2010,r_1660_REV,"Transport [c, n]"
2011,r_1661,"Transport [c, er]"
2012,r_1661_REV,"Transport [c, er]"
2013,r_1663,Exchange reaction
2014,r_1664,Nitrogen metabolism
2015,r_1664_REV,Nitrogen metabolism
2016,r_1665,Nitrogen metabolism
2017,r_1665_REV,Nitrogen metabolism
2018,r_1667,Nitrogen metabolism
2019,r_1667_REV,Nitrogen metabolism
2020,r_1668,Nitrogen metabolism
2021,r_1668_REV,Nitrogen metabolism
2022,r_1669,"Transport [c, n]"
2023,r_1669_REV,"Transport [c, n]"
2024,r_1671,Exchange reaction
2025,r_1672,Exchange reaction
2026,r_1673,"Transport [c, p]"
2027,r_1674,"Transport [c, p]"
2028,r_1675,"Transport [c, n]"
2029,r_1675_REV,"Transport [c, n]"
2030,r_1676,"Transport [er, g]"
2031,r_1676_REV,"Transport [er, g]"
2032,r_1677,"Transport [er, g]"
2033,r_1677_REV,"Transport [er, g]"
2034,r_1678,"Transport [er, g]"
2035,r_1678_REV,"Transport [er, g]"
2036,r_1679,"Transport [er, g]"
2037,r_1679_REV,"Transport [er, g]"
2038,r_1680,"Transport [er, g]"
2039,r_1680_REV,"Transport [er, g]"
2040,r_1681,"Transport [er, g]"
2041,r_1681_REV,"Transport [er, g]"
2042,r_1682,Steroid biosynthesis
2043,r_1683,Exchange reaction
2044,r_1684_EXP_1,"Transport [c, ce]"
2045,r_1684_EXP_2,"Transport [c, ce]"
2046,r_1684_REV_EXP_1,"Transport [c, ce]"
2047,r_1684_REV_EXP_2,"Transport [c, ce]"
2048,r_1685,Ubiquinone and other terpenoid-quinone biosynthesis
2049,r_1686,"Transport [c, e]"
2050,r_1686_REV,"Transport [c, e]"
2051,r_1687,Exchange reaction
2052,r_1688,"Transport [c, p]"
2053,r_1688_REV,"Transport [c, p]"
2054,r_1689,"Transport [c, p]"
2055,r_1689_REV,"Transport [c, p]"
2056,r_1690,Pyrimidine metabolism
2057,r_1691,"Transport [c, er]"
2058,r_1691_REV,"Transport [c, er]"
2059,r_1694,"Transport [c, n]"
2060,r_1694_REV,"Transport [c, n]"
2061,r_1695,"Transport [c, p]"
2062,r_1695_REV,"Transport [c, p]"
2063,r_1696,"Transport [c, m]"
2064,r_1696_REV,"Transport [c, m]"
2065,r_1697,"Transport [c, e]"
2066,r_1697_REV,"Transport [c, e]"
2067,r_1698,"Transport [c, er]"
2068,r_1698_REV,"Transport [c, er]"
2069,r_1699,"Transport [c, n]"
2070,r_1699_REV,"Transport [c, n]"
2071,r_1700,"Transport [c, p]"
2072,r_1700_REV,"Transport [c, p]"
2073,r_1702,Exchange reaction
2074,r_1703,Pyrimidine metabolism
2075,r_1704,Pyrimidine metabolism
2076,r_1704_REV,Pyrimidine metabolism
2077,r_1705,Exchange reaction
2078,r_1706,Exchange reaction
2079,r_1707_EXP_1,"Transport [c, e]"
2080,r_1707_EXP_2,"Transport [c, e]"
2081,r_1707_REV_EXP_1,"Transport [c, e]"
2082,r_1707_REV_EXP_2,"Transport [c, e]"
2083,r_1708,"Transport [c, m]"
2084,r_1708_REV,"Transport [c, m]"
2085,r_1709,Exchange reaction
2086,r_1710,Exchange reaction
2087,r_1711,Exchange reaction
2088,r_1712,Exchange reaction
2089,r_1713,"Transport [c, e]"
2090,r_1713_REV,"Transport [c, e]"
2091,r_1714,Exchange reaction
2092,r_1715,Exchange reaction
2093,r_1716,Exchange reaction
2094,r_1717_EXP_1,"Transport [c, e]"
2095,r_1717_EXP_2,"Transport [c, e]"
2096,r_1717_EXP_3,"Transport [c, e]"
2097,r_1717_EXP_4,"Transport [c, e]"
2098,r_1717_REV_EXP_1,"Transport [c, e]"
2099,r_1717_REV_EXP_2,"Transport [c, e]"
2100,r_1717_REV_EXP_3,"Transport [c, e]"
2101,r_1717_REV_EXP_4,"Transport [c, e]"
2102,r_1718,Exchange reaction
2103,r_1719,"Transport [c, e]"
2104,r_1719_REV,"Transport [c, e]"
2105,r_1720,"Transport [c, n]"
2106,r_1720_REV,"Transport [c, n]"
2107,r_1721,"Transport [c, n]"
2108,r_1721_REV,"Transport [c, n]"
2109,r_1722,Purine metabolism
2110,r_1723,Purine metabolism
2111,r_1724,Purine metabolism
2112,r_1725,Purine metabolism
2113,r_1726,"Transport [c, n]"
2114,r_1726_REV,"Transport [c, n]"
2115,r_1727,Exchange reaction
2116,r_1728,"Transport [c, e]"
2117,r_1729,Purine metabolism
2118,r_1729_REV,Purine metabolism
2119,r_1730,Exchange reaction
2120,r_1731,"Transport [c, e]"
2121,r_1732,"Transport [c, e]"
2122,r_1733,"Transport [c, e]"
2123,r_1734,Pyrimidine metabolism
2124,r_1735,"Transport [c, e]"
2125,r_1736,Pantothenate and coa biosynthesis
2126,r_1737,"Transport [c, n]"
2127,r_1737_REV,"Transport [c, n]"
2128,r_1738,"Transport [c, m]"
2129,r_1738_REV,"Transport [c, m]"
2130,r_1739,Arginine and proline metabolism
2131,r_1743,"Transport [c, m]"
2132,r_1743_REV,"Transport [c, m]"
2133,r_1744,Folate biosynthesis
2134,r_1745,"Transport [c, m]"
2135,r_1745_REV,"Transport [c, m]"
2136,r_1746,"Transport [c, m]"
2137,r_1746_REV,"Transport [c, m]"
2138,r_1747,"Transport [c, p]"
2139,r_1747_REV,"Transport [c, p]"
2140,r_1748,"Transport [c, er]"
2141,r_1748_REV,"Transport [c, er]"
2142,r_1749,Exchange reaction
2143,r_1750,"Transport [c, e]"
2144,r_1750_REV,"Transport [c, e]"
2145,r_1751,"Transport [c, n]"
2146,r_1751_REV,"Transport [c, n]"
2147,r_1752,"Transport [c, n]"
2148,r_1752_REV,"Transport [c, n]"
2149,r_1753,Exchange reaction
2150,r_1754,"Transport [c, er]"
2151,r_1754_REV,"Transport [c, er]"
2152,r_1757,Exchange reaction
2153,r_1758,"Transport [c, er]"
2154,r_1758_REV,"Transport [c, er]"
2155,r_1759,"Transport [c, lp]"
2156,r_1759_REV,"Transport [c, lp]"
2157,r_1761,Exchange reaction
2158,r_1762,"Transport [c, e]"
2159,r_1762_REV,"Transport [c, e]"
2160,r_1763,"Transport [c, m]"
2161,r_1763_REV,"Transport [c, m]"
2162,r_1764,Exchange reaction
2163,r_1765,Exchange reaction
2164,r_1766,"Transport [c, m]"
2165,r_1766_REV,"Transport [c, m]"
2166,r_1770,"Transport [c, p]"
2167,r_1770_REV,"Transport [c, p]"
2168,r_1771,"Transport [c, p]"
2169,r_1771_REV,"Transport [c, p]"
2170,r_1772,"Transport [c, p]"
2171,r_1772_REV,"Transport [c, p]"
2172,r_1774,"Transport [c, p]"
2173,r_1774_REV,"Transport [c, p]"
2174,r_1775,"Transport [c, p]"
2175,r_1775_REV,"Transport [c, p]"
2176,r_1776,"Transport [c, p]"
2177,r_1776_REV,"Transport [c, p]"
2178,r_1777,"Transport [c, e]"
2179,r_1777_REV,"Transport [c, e]"
2180,r_1788,Exchange reaction
2181,r_1790,Riboflavin metabolism
2182,r_1791,Exchange reaction
2183,r_1792,Exchange reaction
2184,r_1793,Exchange reaction
2185,r_1794,"Transport [c, m]"
2186,r_1795,"Transport [c, e]"
2187,r_1795_REV,"Transport [c, e]"
2188,r_1796,"Transport [c, e]"
2189,r_1796_REV,"Transport [c, e]"
2190,r_1797,Fructose and mannose metabolism
2191,r_1798,Exchange reaction
2192,r_1800,Exchange reaction
2193,r_1801,"Transport [c, g]"
2194,r_1801_REV,"Transport [c, g]"
2195,r_1802,"Transport [c, n]"
2196,r_1802_REV,"Transport [c, n]"
2197,r_1803,"Transport [c, g]"
2198,r_1803_REV,"Transport [c, g]"
2199,r_1805,"Transport [c, v]"
2200,r_1805_REV,"Transport [c, v]"
2201,r_1806,Exchange reaction
2202,r_1807,Exchange reaction
2203,r_1808,Exchange reaction
2204,r_1809,"Transport [c, m]"
2205,r_1809_REV,"Transport [c, m]"
2206,r_1810,Exchange reaction
2207,r_1811,"Transport [c, m]"
2208,r_1811_REV,"Transport [c, m]"
2209,r_1812,"Transport [c, m]"
2210,r_1812_REV,"Transport [c, m]"
2211,r_1813,"Transport [c, e]"
2212,r_1813_REV,"Transport [c, e]"
2213,r_1814,Exchange reaction
2214,r_1815,Exchange reaction
2215,r_1816,"Transport [c, e]"
2216,r_1816_REV,"Transport [c, e]"
2217,r_1817,"Transport [c, p]"
2218,r_1817_REV,"Transport [c, p]"
2219,r_1818,Exchange reaction
2220,r_1819,"Transport [c, m]"
2221,r_1819_REV,"Transport [c, m]"
2222,r_1820,Exchange reaction
2223,r_1821,Purine metabolism
2224,r_1822,"Transport [c, m]"
2225,r_1823,"Transport [c, e]"
2226,r_1824,"Transport [c, e]"
2227,r_1825,"Transport [c, er]"
2228,r_1825_REV,"Transport [c, er]"
2229,r_1826,"Transport [c, g]"
2230,r_1826_REV,"Transport [c, g]"
2231,r_1827,"Transport [c, lp]"
2232,r_1827_REV,"Transport [c, lp]"
2233,r_1829,"Transport [c, n]"
2234,r_1829_REV,"Transport [c, n]"
2235,r_1830,"Transport [c, p]"
2236,r_1830_REV,"Transport [c, p]"
2237,r_1831,"Transport [c, v]"
2238,r_1831_REV,"Transport [c, v]"
2239,r_1832,Exchange reaction
2240,r_1833,"Transport [c, er]"
2241,r_1833_REV,"Transport [c, er]"
2242,r_1834,Exchange reaction
2243,r_1835,"Transport [c, e]"
2244,r_1835_REV,"Transport [c, e]"
2245,r_1836,"Transport [c, e]"
2246,r_1836_REV,"Transport [c, e]"
2247,r_1837,"Transport [c, m]"
2248,r_1838_EXP_1,Pyruvate metabolism
2249,r_1838_EXP_2,Pyruvate metabolism
2250,r_1839,"Transport [c, n]"
2251,r_1839_REV,"Transport [c, n]"
2252,r_1840,"Transport [c, m]"
2253,r_1840_REV,"Transport [c, m]"
2254,r_1841,Exchange reaction
2255,r_1842,"Transport [c, e]"
2256,r_1842_REV,"Transport [c, e]"
2257,r_1843,Exchange reaction
2258,r_1844,"Transport [c, m]"
2259,r_1844_REV,"Transport [c, m]"
2260,r_1845,"Transport [c, e]"
2261,r_1845_REV,"Transport [c, e]"
2262,r_1846,"Transport [c, m]"
2263,r_1846_REV,"Transport [c, m]"
2264,r_1847,Exchange reaction
2265,r_1848,"Transport [c, e]"
2266,r_1849,"Transport [c, n]"
2267,r_1849_REV,"Transport [c, n]"
2268,r_1850,Purine metabolism
2269,r_1851,"Transport [er, g]"
2270,r_1851_REV,"Transport [er, g]"
2271,r_1852,"Transport [er, g]"
2272,r_1852_REV,"Transport [er, g]"
2273,r_1853,"Transport [er, g]"
2274,r_1853_REV,"Transport [er, g]"
2275,r_1854,"Transport [er, g]"
2276,r_1854_REV,"Transport [er, g]"
2277,r_1855,"Transport [er, g]"
2278,r_1855_REV,"Transport [er, g]"
2279,r_1856,"Transport [er, g]"
2280,r_1856_REV,"Transport [er, g]"
2281,r_1857,"Transport [er, g]"
2282,r_1857_REV,"Transport [er, g]"
2283,r_1858,"Transport [er, g]"
2284,r_1858_REV,"Transport [er, g]"
2285,r_1859,"Transport [er, g]"
2286,r_1859_REV,"Transport [er, g]"
2287,r_1860,"Transport [er, g]"
2288,r_1860_REV,"Transport [er, g]"
2289,r_1861,Exchange reaction
2290,r_1862,Exchange reaction
2291,r_1863,"Transport [c, e]"
2292,r_1863_REV,"Transport [c, e]"
2293,r_1864,"Transport [c, m]"
2294,r_1864_REV,"Transport [c, m]"
2295,r_1865,Exchange reaction
2296,r_1866,Exchange reaction
2297,r_1867,Exchange reaction
2298,r_1868,"Transport [c, e]"
2299,r_1868_REV,"Transport [c, e]"
2300,r_1869,"Transport [c, m]"
2301,r_1869_REV,"Transport [c, m]"
2302,r_1870,Exchange reaction
2303,r_1871,Arginine and proline metabolism
2304,r_1872,"Glycine, serine and threonine metabolism"
2305,r_1873,Exchange reaction
2306,r_1874,"Transport [c, m]"
2307,r_1875,Exchange reaction
2308,r_1876,"Transport [c, e]"
2309,r_1876_REV,"Transport [c, e]"
2310,r_1877_EXP_1,"Transport [c, e]"
2311,r_1877_EXP_2,"Transport [c, e]"
2312,r_1877_REV_EXP_1,"Transport [c, e]"
2313,r_1877_REV_EXP_2,"Transport [c, e]"
2314,r_1878,Exchange reaction
2315,r_1879,Exchange reaction
2316,r_1880,Exchange reaction
2317,r_1881,Exchange reaction
2318,r_1882,"Transport [c, m]"
2319,r_1883,Exchange reaction
2320,r_1884,"Transport [c, m]"
2321,r_1884_REV,"Transport [c, m]"
2322,r_1885,"Transport [c, p]"
2323,r_1885_REV,"Transport [c, p]"
2324,r_1886,Exchange reaction
2325,r_1887,Arginine and proline metabolism
2326,r_1887_REV,Arginine and proline metabolism
2327,r_1889,Exchange reaction
2328,r_1890,"Transport [c, n]"
2329,r_1890_REV,"Transport [c, n]"
2330,r_1891,Exchange reaction
2331,r_1892,"Transport [c, n]"
2332,r_1892_REV,"Transport [c, n]"
2333,r_1893,Exchange reaction
2334,r_1895,"Transport [c, e]"
2335,r_1895_REV,"Transport [c, e]"
2336,r_1896,Exchange reaction
2337,r_1897,Exchange reaction
2338,r_1898,"Transport [c, m]"
2339,r_1899,Exchange reaction
2340,r_1900,Exchange reaction
2341,r_1901,"Transport [c, e]"
2342,r_1901_REV,"Transport [c, e]"
2343,r_1902,Exchange reaction
2344,r_1903,Exchange reaction
2345,r_1904,Exchange reaction
2346,r_1905,"Transport [c, m]"
2347,r_1905_REV,"Transport [c, m]"
2348,r_1906,Exchange reaction
2349,r_1907,"Transport [c, er]"
2350,r_1907_REV,"Transport [c, er]"
2351,r_1908_EXP_1,"Transport [c, e]"
2352,r_1908_EXP_2,"Transport [c, e]"
2353,r_1908_EXP_3,"Transport [c, e]"
2354,r_1908_EXP_4,"Transport [c, e]"
2355,r_1908_REV_EXP_1,"Transport [c, e]"
2356,r_1908_REV_EXP_2,"Transport [c, e]"
2357,r_1908_REV_EXP_3,"Transport [c, e]"
2358,r_1908_REV_EXP_4,"Transport [c, e]"
2359,r_1909,Exchange reaction
2360,r_1910_EXP_1,"Transport [c, e]"
2361,r_1910_EXP_10,"Transport [c, e]"
2362,r_1910_EXP_11,"Transport [c, e]"
2363,r_1910_EXP_12,"Transport [c, e]"
2364,r_1910_EXP_13,"Transport [c, e]"
2365,r_1910_EXP_2,"Transport [c, e]"
2366,r_1910_EXP_3,"Transport [c, e]"
2367,r_1910_EXP_4,"Transport [c, e]"
2368,r_1910_EXP_5,"Transport [c, e]"
2369,r_1910_EXP_6,"Transport [c, e]"
2370,r_1910_EXP_7,"Transport [c, e]"
2371,r_1910_EXP_8,"Transport [c, e]"
2372,r_1910_EXP_9,"Transport [c, e]"
2373,r_1910_REV_EXP_1,"Transport [c, e]"
2374,r_1910_REV_EXP_10,"Transport [c, e]"
2375,r_1910_REV_EXP_11,"Transport [c, e]"
2376,r_1910_REV_EXP_12,"Transport [c, e]"
2377,r_1910_REV_EXP_13,"Transport [c, e]"
2378,r_1910_REV_EXP_2,"Transport [c, e]"
2379,r_1910_REV_EXP_3,"Transport [c, e]"
2380,r_1910_REV_EXP_4,"Transport [c, e]"
2381,r_1910_REV_EXP_5,"Transport [c, e]"
2382,r_1910_REV_EXP_6,"Transport [c, e]"
2383,r_1910_REV_EXP_7,"Transport [c, e]"
2384,r_1910_REV_EXP_8,"Transport [c, e]"
2385,r_1910_REV_EXP_9,"Transport [c, e]"
2386,r_1911,Exchange reaction
2387,r_1912,Exchange reaction
2388,r_1913,Exchange reaction
2389,r_1914,Exchange reaction
2390,r_1915,Exchange reaction
2391,r_1916,Exchange reaction
2392,r_1919,"Transport [c, m]"
2393,r_1920,"Transport [er, g]"
2394,r_1920_REV,"Transport [er, g]"
2395,r_1921,"Transport [er, g]"
2396,r_1921_REV,"Transport [er, g]"
2397,r_1922,"Transport [er, g]"
2398,r_1922_REV,"Transport [er, g]"
2399,r_1923,"Transport [er, g]"
2400,r_1923_REV,"Transport [er, g]"
2401,r_1924,"Transport [er, g]"
2402,r_1924_REV,"Transport [er, g]"
2403,r_1925,"Transport [er, g]"
2404,r_1925_REV,"Transport [er, g]"
2405,r_1926,"Transport [er, g]"
2406,r_1926_REV,"Transport [er, g]"
2407,r_1927,"Transport [er, g]"
2408,r_1927_REV,"Transport [er, g]"
2409,r_1928,"Transport [er, g]"
2410,r_1928_REV,"Transport [er, g]"
2411,r_1929,"Transport [er, g]"
2412,r_1929_REV,"Transport [er, g]"
2413,r_1930,"Transport [c, p]"
2414,r_1930_REV,"Transport [c, p]"
2415,r_1931,Exchange reaction
2416,r_1932,"Transport [c, er]"
2417,r_1932_REV,"Transport [c, er]"
2418,r_1935,"Transport [c, m]"
2419,r_1936,Propanoate metabolism
2420,r_1937,"Transport [er, g]"
2421,r_1937_REV,"Transport [er, g]"
2422,r_1938,"Transport [er, g]"
2423,r_1938_REV,"Transport [er, g]"
2424,r_1939,"Transport [er, g]"
2425,r_1939_REV,"Transport [er, g]"
2426,r_1940,"Transport [er, g]"
2427,r_1940_REV,"Transport [er, g]"
2428,r_1941,"Transport [er, g]"
2429,r_1941_REV,"Transport [er, g]"
2430,r_1942,"Transport [er, g]"
2431,r_1942_REV,"Transport [er, g]"
2432,r_1943,"Transport [er, g]"
2433,r_1943_REV,"Transport [er, g]"
2434,r_1944,"Transport [er, g]"
2435,r_1944_REV,"Transport [er, g]"
2436,r_1945,"Transport [er, g]"
2437,r_1945_REV,"Transport [er, g]"
2438,r_1946,"Transport [er, g]"
